,Text,Annotate
4335,"House Deputy Speaker and Batangas 6th district Rep. Ralph Recto proudly took to Facebook Monday morning, April 24 to congratulate his wife, ""The Star for All Seasons"", Vilma Santos, for adding another feather in her cap.",
4336,"Marcos urges PNP: Make streets safer, serve with integrity",
4337,"President Ferdinand ""Bongbong"" Marcos Jr. has urged the Philippine National Police (PNP) to make the streets safer and serve Filipinos with integrity, accountability, and genuine justice while being open to public scrutiny and criticism.",
4338,"No to 'regionalistic patronage appointments', says Castro after Marcos names Acorda as new PNP chief",
4339,"House Deputy Minority leader and ACT Teachers Party-list Rep. France Castro has warned President Ferdinand ""Bongbong"" Marcos Jr. against dabbling into what she described as ""regionalistic patronage appointment"".",
4340,"Acorda: Moral ascendancy big factor in PNP promotion, placement",
4341,"Newly-installed Philippine National Police (PNP) chief Gen. Benjamin Acorda, Jr. vowed on Monday, April 24, to observe merits and moral ascendancy in the promotion and placements of key posts in the organization amid the ongoing controversy of cops’ alleged involvement in illegal drugs activities.",
4342,PAGASA sees slim chance of tropical cyclone formation until end April,
4343,"There is a slim chance of a tropical cyclone forming within the country’s area of responsibility until the end of the month, a weather specialist of the Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA) said on Monday, April 24.",
4344,Arroyo bats for upgrade of PMMA into a national academy,
4345,"House Senior Deputy Speaker and former president Gloria Macapagal-Arroyo is eyeing the upgrade of the Philippine Merchant Marine Academy (PMMA) in San Narciso, Zambales.",
4346,Marcos appoints Acorda as 29th PNP chief,
4347,"President Ferdinand ""Bongbong"" Marcos Jr. has named Police Major General Benjamin Acorda Jr. as the new chief of the Philippine National Police (PNP), replacing General Rodolfo Azurin Jr., who retired from service on Monday morning, April 24.",
4348,The chief from the North: Who is Benjamin Acorda Jr?,
4349,From cops’ spy chief to chief of the Philippine National Police (PNP).,
4350,"No jackpot winners for Ultra, Super Lotto in April 23 evening draw",
4351,"There were no jackpot winners for Ultra Lotto 6/58 and Super Lotto 6/49 in the evening draw of the Philippine Charity Sweepstakes Office (PCSO) on Sunday, April 23.",
4352,'Students are fainting': Guanzon prods gov't to solve 20-hour Occidental Mindoro blackouts,
4353,P3PWD Party-list nominee Rowena Guanzon is calling on the government to do something--anything--to address the 20-hour blackouts besetting Occidental Mindoro.,
4354,DOH clarifies Covid-19 Alert Level 2 status of 26 areas,
4355,The Department of Health (DOH) issued a clarification on the Covid-19 situation of 26 areas under the Alert Level 2 status until the end of this month.,
4356,LTO: Three-year registration validity now covers new motorcycles 200cc and below,
4357,"The validity of the registration of new motorcycles were extended to three years, the Land Transportation Office (LTO) announced on Sunday, April 23.",
4358,Magnitude 5.3 quake jolts Isabela — Phivolcs,
4359,"A 5.3-magnitude earthquake jolted Isabela province on Sunday afternoon, April 23, said the Philippine Institute of Volcanology and Seismology (Phivolcs).",
4360,Group bats for a ‘more strategic approach’ to address extreme heat in schools,
4361,"While it recognized the move of the Department of Education (DepEd) reminding schools to shift to distance learning due to extreme heat, a group of teachers pushed for a “more strategic approach” that will address the concern of students and personnel who attend in-person classes during the hottest months of the year.",
4362,Heat indices in 7 areas reach ‘danger’ level,
4363,"Seven locations recorded heat indices under the “danger” classification on Sunday, April 23, said the Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA).",
4364,Poe to Pinoys: Enlist your SIM cards now,
4365,"Senator Grace Poe on Sunday, April 23, urged the public to give the SIM Registration Law one final push as the April 26 deadline to register approaches.",
4366,SIM registration figures hit 80M — NTC,
4367,"There are now over 80 million Subscriber Identity Module (SIM) cards registered across the country, the National  Commission (NTC) disclosed on Sunday, April 23.",
4368,"Marcos El Niño mitigation plan the 'right move forward', says DPWH exec-turned-solon",
4369,"A ranking congressman who has a background in public works believes that President Ferdinand ""Bongbong"" Marcos Jr. has a good El Niño mitigation plan in place.",
4370,"NPA now ‘leaderless’ in Western, Central Visayas – military",
4371,"The New People’s Army (NPA) units in Western and Central Visayas are now “leaderless” following the death of an alleged  rebel in an armed encounter in Negros Occidental recently, the military said Sunday, April 23.",
4372,"VP Sara to parents: Send your kids to school, keep them away from illegal acts",
4373,Vice President Sara Duterte told parents to do everything in their power to send their children to school and keep them away from drugs and other illegal acts.,
4374,IBP’s free legal aid now online thru ‘Pro Bono Portal’,
4375,Indigent litigants nationwide can now avail themselves of free legal services online through the Integrated Bar of the Philippines’ (IBP) “web-based legal aid platform.”,
4376,AFP eyes more EDCA sites for ‘360 degree protection’ of PH,
4377,The Armed Forces of the Philippines (AFP) raised the possibility of establishing additional Enhanced Defense Cooperation Agreement (EDCA) sites in the future to enable a “360-degree protection” of the country.,
4378,Erring ERC to blame for 20-hour daily Occidental Mindoro blackouts--solon,
4379,The Energy Regulatory Commission's (ERC) supposed inaction on the needs of the National Power Corporation (Napocor) has resulted to the 20-hour power outages besetting Occidental Mindoro every day.,
4380,"Gov't finding ways to store rainwater, counter dry spell—Palace",
4381,The government  up with ways to store rainwater that could be used during the dry season as a way to manage water resources in the country.,
4382,26 areas under Covid-19 Alert Level 2 status—IATF,
4383,"Twenty-six areas in the country were placed under Covid-19 Alert Level 2 status until the end of this month, based on the recent resolution of the Inter-Agency Task Force for the Management of Emerging Infectious Diseases (IATF-EID).",
4384,DILG cites Lanao del Norte town for competence in ease of doing business,
4385,"The Department of the Interior and Local Government (DILG)  the municipality of Bacolod in Lanao de Norte for the delivery of quality service and “high client satisfaction in the processing of business permits and licenses, through the implementation of the electronic Business One-Stop Shop (eBOSS).’’",
4386,"Install street lights, informative road signs in proper locations—-Bonoan",
4387,The Department of Public Works and Highways (DPWH) has set up guidelines in the removal and reinstallation of informative road signs and street lights to ensure that they are placed in proper locations during road expansion projects.,
4388,"House leader makes last-ditch effort to sway DICT, extend SIM registration period",
4389,"A ranking congressman is making a last-ditch effort to convince the Department of Information and Communications Technology (DICT) to extend the deadline for SIM card registration as provided for under Republic Act (RA) No.11934, or the SIM Registration Act.",
4390,Ex-UP president Emanuel Soriano passes away at 87,
4391,"Former University of the Philippines (UP) President Emanuel Valdez Soriano passed away on Saturday, April 22 at the age of 87.",
4392,Pinoys' dental woes prod solon to renew appeal to PhilHealth,
4393,AnaKalusugan Party-list Rep. Ray Reyes is reiterating his call for the Philippine Health Insurance Corporation (PhilHealth) to include in its packages the coverage of dental health under the Universal Health Care (UHC) law.,
