,Text,Annotate
4009,Infectious disease expert Dr. Rontgene Solante expressed belief Thursday that the recently detected Omicron subvariant XBB.1.5 may not cause a significant increase in COVID-19 cases in the Philippines.,
4010,Comelec: Further P3.8 billion needed for con-con delegate-barangay-SK polls,
4011,"PNP, PDEA destroy P6.7B worth of shabu seized from dismissed cop Mayo",
4012,DPWH: Resettlement plan in place for families to be displaced by Bataan-Cavite bridge project,
4013,"At least seven bilateral agreements are expected to be signed during President Ferdinand ""Bongbong"" Marcos Jr.'s working visit to Japan next week.",
4014,DILG orders manhunt vs ambushers of Lanao del Sur's Adiong,
4015,"Senate Majority Leader Joel Villanueva on Monday said he believed the SOGIESC bill is being pushed to legalize same-sex marriage in the country—a claim immediately refuted by Senator Risa Hontiveros, who said that  report on the bill did not include provisions on marriage licenses.",
4016,DFA: Philippines now crafting guidelines for joint patrols in West PH Sea,
4017,"Week-long transport strike to push through, says group",
4018,"The Senate Blue Ribbon Committee should launch an investigation into allegedly overpriced cameras procured by the Department of Education if the agency will not take action on these claims, Senate Minority Leader Aquilino ""Koko"" Pimentel III said Thursday.",
4019,"The Department of Transportation (DOTr) on Thursday has expressed concern over the increase in the number of deaths caused by road accidents, Joseph Morong reported on ""24 Oras.""",
4020,"VP Sara urges parents to use contraceptives, have family planning",
4021,"American wanted for fraud, racketeering nabbed — BI",
4022,The Movie and Television Review and Classification Board (MTRCB) on Monday rejected the proposal to include the regulation of video and online games in their mandate.,
4023,"Philippines, China discuss 'how to properly manage' maritime issues —Chinese envoy",
4024,"A total of P1.5 billion worth of smuggled agricultural products have been seized from October 2022 to January 2023, Agriculture Assistant Secretary James Layug said Friday.",
4025,Comelec holds 2-day Register Anywhere Project at Senate,
4026,"237 new COVID-19 cases logged; active tally climbs to 9,354",
4027,House OKs bill allowing foreign private firms to fund ODA,
4028,Gov't to push for digital media literacy campaign vs. fake news,
4029,"Marcoses meet US VP Harris, Second Gentleman",
4030,The Philippines placed 69th out of 131 countries in the World Air Quality Report for 2022 from Swiss research firm IQair.,
4031,"Zubiri eyes mandatory disclosure of students' fraternity, sorority membership",
4032,'Thank you gov': Cong Roman mourns passing of Gov Carlos Padilla,
4033,"Bataan 1st district Rep. Geraldine Roman paid tribute to the late Nueva Vizcaya Governor Carlos Padilla in a Facebook post Friday afternoon, May 5.",
4034,P5-M reward offered to find missing Chinese passenger of sunken dive yacht,
4035,"A P5-million reward was offered to anyone who could provide any information on the whereabouts of a Chinese passenger who went missing when dive yacht M/Y Dream Keeper sank off Tubbataha, Palawan earlier this week.",
4036,"Hontiveros: Nuclear energy a terrible, false solution to PH power woes",
4037,You go girl! Pro-sports solon hails Kaila Napolis for winning PH's 1st gold in 2023 SEA games,
4038,The first one is always special.,
4039,"Expedite release of Excellence in Teacher Education Act IRR, agencies told",
4040,"To further strengthen teacher education in the country, an advocacy group urged education agencies to fast-track the publication of the Implementing Rules and Regulations (IRR) of the Republic Act (RA) 11713 or the Excellence in Teacher Education Act.",
4041,NWRB keeps an eye on Angat Dam amid El Niño Alert,
4042,"The National Water Resources Board (NWRB) said on Thursday, May 4, that it has been closely monitoring Angat Dam after the Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA) raised the El Niño Alert.",
4043,Keeping medical frontliners in PH: Health workers ask gov’t anew for salary increase,
4044,Health workers are once again appealing to the government to raise their salary as this is one of the ways to address the migration of the country's medical frontliners.,
4045,Woman arrested ‘for extorting P9.9-M from lawyer’,
4046,The National Bureau of Investigation (NBI) has arrested a woman who allegedly extorted P9.9 million from a married lawyer whom she reportedly threatened to reveal their sexual relations to his family.,
4047,BFAR gears up for El Niño to ensure ample food supply,
4048,"Amid the threat of El Niño, the Bureau of Fisheries and Aquatic Resources (BFAR) said it is now preparing for the possible impact of the weather phenomenon on the country's food production.",
4049,PH to pursue talks with China on Malampaya gas fields—Marcos,
4050,"WASHINGTON, D.C.— The Philippines will continue to negotiate with China over its claims on the Malampaya natural gas fields.",
4051,"PH, US air forces train in counter-air operations",
4052,"Philippine Air Force (PAF) and United States Air Force (USAF) pilots have worked together to enhance their interoperability in counter-air operations as part of the fourth day of the Cope Thunder Philippines (CT Ph) Exercise 23-1 on Friday, May 5.",
4053,British Embassy hosts coronation picnic in QC circle,
4054,"The British Embassy in Manila will be holding a coronation picnic at the Quezon Memorial Center (QMC) in Quezon City on Saturday, May 6, at 4 p.m., to mark the crowning of Their Majesties The King and The Queen Consort.",
4055,Duterte urged to retract ‘red-tagging spree’ as DepEd revises K to 12 curriculum,
4056,"As the Department of Education (DepEd) revises the K to 12 curriculum, a group urged Vice President Sara Duterte, who serves as the Department of Education (DepEd) Secretary in a concurrent capacity, to retract her “red-tagging statements” publicly apologize for “attacking human rights.”",
4057,Some senators open to nuclear energy as potential solution to PH power woes ​,
4058,Bilibid’s Covid-19 infection rises – BuCor,
4059,"The number of Covid-infected persons deprived of liberty (PDLs) and personnel at the New Bilibid Prison (NBP) in Muntinlupa City has risen to 82, the Bureau of Corrections (BuCor) said on Friday, May 5.",
4060,"Oil spill clean-up: 85.41% of affected shoreline in Pola, Or. Mindoro now cleared",
4061,"Authorities are optimistic that the on-going clean-up operations in areas affected by the massive oil spill in Oriental Mindoro will yield more positive results as 85.41 percent of shoreline in Pola town was already cleared, the Philippine Coast Guard (PCG) said Friday, May 5.",
4062,Olongapo mayor tells House panel why LGU won't pay P7.33-B debt to PSALM,
4063,"Olongapo City Mayor Rolen Paulino Jr. has told congressmen that the city government cannot, and will not, pay its rather enormous P7.33-billion debt to the National Power Corporation (Napocor) and Power Sector Assets and Liabilities Management Corporation (PSALM).",
4064,‘Kadiwa’ generates over P6.4M in sales during Labor Day celeb – DOLE,
4065,"The “Kadiwa ng Pangulo para sa Manggagawa”, a farm-to-consumer market chain of the national government, has generated over P6.4 million in sales across the country during the celebration of Labor Day, the Department of Labor and Employment (DOLE) announced on Thursday, May 4.",
4066,Gov't to pursue illegal drug trade syndicates --- PBBM,
4067,"WASHINGTON, D.C.— Going after syndicates involved in the illegal drug trade is the current administration's priority action to curb the illegal drug problem in the Philippines.",
4068,"PDEA, PNP nab 4 suspects, dismantle drug den in Laguna buy-bust",
